DAVCNA_ST;MATICNA_ST;OSA_ID;NAZIV;NASLOV;KRAJ;POSTNA_ST;regija;SKD_SIFRA;DEJAVNOST;DEJAVNOST ŠTEVILKA;SKIS;VELIKOST_SUBJEKTA;ST_ZAPOSLENIH;ST_ZAPOSLENIH<10;ST_ZAPOSLENIH_MED_10_IN_30;ST_ZAPOSLENIH MED 30 IN 100;ST_ZAPOSLENIH NAD 100;AKTUALNO_LETO;SCENARIJ;DATUM_UVOZA;Prihodki 2018; Prihodki 2017 ;Dobi?ek 2018;Dobi?ek 2017;Osnovna sredstva 2018;Osnovna sredstva 2017;Prejemki iz javnih sredstev 2018;Prejemki iz javnih sredstev 2017;Razlika v prihodkih 2018 ;Razlika v prihodkih 2017;Prihodki 2016;KOMENATR;Prihodki 2015;KOMENTAR1;Dobi?ek 2016;KOMENTAR2;Dobi?ek 2015;KOMENTAR3;Osnovna sredstva 2016;Osnovna sredstva 2015
20966407;5055792;45023451;CUDV ?rna na Koroškem;Center 144;?rna na Koroškem;2393;2;Q87.200;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb;4;S.13113;Velikost RS se ne izra?unava;250;NE;NE;NE;DA;2018;1;30.05.2019;7.496.365;7.291.199;129.299;-11.979;5135495;5389945;6895169,2;7061968,69;601.195,80;229.230,31;7094031;7094031;6912163;6912163;8403;8403;140188;76035;944288,17;406202
51871564;5938325;22033733;OKULODENT d.o.o.;Cesta na Žanej 1;Pobegi;6276;6;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;8;DA;NE;NE;NE;2018;1;30.05.2019;736.554;662.848;124.573;119.139;859134,49;823691,98;141.092,82;125.270,04;595.461,53;537.577,97;604759;604759;567810;567810;75363;75363;53985;65180;240033,48;182209
50709186;1525859;22033378;BERGHAUS d.o.o.;Magdalenski trg 7;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Majhne enote;16;NE;DA;NE;NE;2018;1;30.05.2019;630.806;637.807;2.663;37.412;1127466,04;1123838;35.410,42;32.805,79;595.395,83;605.000,91;592446;592446;548968;548968;12465;12465;887;51659;79752,61;110696,17
99835274;6584420;;DENTALNO ESTETSKI STUDIO d.o.o.;Prešernova cesta 15;Bled;4260;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;6;30.05.2019;601.427;458.818;309.008;175.485;379279,17;297223,91;0;266,09;601.426,95;458.551,50;380983;380983;473322;473322;135374;135374;128163;118158;4937479;4746122
56938691;1797930;;DENTALNI CENTER DR. ?ELESNIK, d.o.o.;Prešernova cesta 15;Bled;4260;4;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;6;30.05.2019;593.833;391.827;724.605;735.147;941989,4;909065,19;0;0;593.832,50;391.827,12;287400;287400;581437;581437;634448;634448;546702;13569;14474199;14144400
99423162;1430726;22033762;ZD MEDVODE;Ostrovrharjeva ulica 6;Medvode;1215;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;61;NE;NE;DA;NE;2018;1;30.05.2019;2.978.667;2.726.805;75.701;48.029;2246320;2133444;2387700,98;2340504,25;590.966,02;386.300,75;2768455;2768455;2517933;2517933;73402;73402;12937;22317;874397,33;950017
20264011;6072780;68955884;KC Toš d.o.o.;Osojnikova cesta 9;Ptuj;2250;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;7;DA;NE;NE;NE;2018;2;30.05.2019;921.432;737.374;296.407;181.387;1313532,77;953646,51;633.236,48;527.248,58;288.195,07;210.125,51;688577;688577;651193;651193;157778;157778;147177;130529;3882165;3823627
95221255;5054893;22033519;ZDRAVSTVENI DOM RADLJE OB DRAVI;Mariborska cesta 37;Radlje ob Dravi;2360;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;61;NE;NE;DA;NE;2018;1;30.05.2019;2.722.933;2.481.305;-31.435;-32.709;1355905;1189722;2141462,56;1990345,57;581.470,44;490.959,43;2578620;2578620;2364381;2364381;1045;1045;1292;0;103997,33;0
61422827;1695401;68188685;MEDITRANS d.o.o.;Pre?na ulica 2;Postojna;6230;6;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Majhne enote;18;NE;DA;NE;NE;2018;1;30.05.2019;786.556;716.197;47.338;42.789;1345464,31;1214715,19;205138,33;200.985,84;581.417,68;515.211,39;791208;791208;714918;714918;98841;98841;63151;659;30772,14;29133
47421223;2170981;68182280;SPE VIVIMUS d.o.o.;Pot na Polšco 21;Krško;8270;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;452.008;449.749;288.065;227.856;804064,84;281553,27;316.243,31;340.703,28;135.764,50;109.045,75;441811;441811;404433;404433;176984;176984;127566;26782;5066255;5174518
66987997;5921970;69235411;DENTAL MARKET, d.o.o., Škofja Loka;Kapucinski trg 12;Škofja Loka;4220;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Majhne enote;18;NE;DA;NE;NE;2018;2;30.05.2019;2.336.538;2.029.861;280.800;187.688;2031635,77;1670171,29;12.967,01;0;2.323.571,43;2.029.860,51;1709710;1709710;1303829;1303829;115801;115801;130582;156227;5564907;5603694
41851455;5053820;22033527;BGP, Kranj;Kidri?eva cesta 38 A;Kranj;4000;4;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;130;NE;NE;NE;DA;2018;1;30.05.2019;5.689.696;7.419.152;-1.008.603;1.000.942;1196012;1396983;5123358,01;6544630,92;566.337,99;874.521,08;5706080;5706080;5547491;5547491;-507223;-507223;-463672;55009;88764,79;79220,35
32262094;5733758;22033572;ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO;Cesta solinarjev 1;Portorož - Portorose;6320;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;56;NE;NE;DA;NE;2018;1;30.05.2019;2.844.839;2.509.355;224;31.224;929916;923591;2278989,04;1904139,09;565.849,96;605.215,91;2340922;2340922;2222666;2222666;26151;26151;60933;0;85113,35;0
30910854;5050596;22034028;ZUDV DORNAVA;Dornava 128;Dornava;2252;2;Q87.200;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb;4;S.13113;Velikost RS se ne izra?unava;390;NE;NE;NE;DA;2018;1;30.05.2019;13.357.880;12.204.363;291.723;333;8468753;8683649;12792179,46;12350528,2;565.700,54;-146.165,20;11880041;11880041;11613067;11613067;3723;3723;433123;239015;2915745;2567617
40459454;5063086;22033511;ZD Hrastnik;Novi dom 11;Hrastnik;1430;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;45;NE;NE;DA;NE;2018;1;30.05.2019;1.947.493;1.845.277;-72.742;-99.954;901837;970181;1.401.757,53;1.343.388,65;545.735,47;501.888,35;1196328;1196328;1179411;1179411;9015;9015;-7148;24238;65071,22;46802,82
69144893;1674668;22033395;ZC DRAVLJE d.o.o.;Cesta na Poljane 24;Ljubljana - Šentvid;1210;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;8;DA;NE;NE;NE;2018;1;30.05.2019;1.775.293;1.573.009;276.248;302.848;2700062,65;3180241,12;768.965,43;783.728,82;1.006.327,56;789.280,56;1532131;1532131;1522011;1522011;373889;373889;542607;78467;4958851;5145458
33990077;3616908;68875044;OSKAR IN BARBARA d.o.o.;Bonini 6 A;Koper - Capodistria;6000;6;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;2;30.05.2019;494.112;473.930;275.716;223.951;354382,35;345797,87;95.902,34;77.186,77;398.209,27;396.743,16;488726;488726;459315;459315;191624;191624;151188;273191;4509555;4437450
16658949;1754360;68055963;GASTROMEDICA d.o.o.;Kocljeva ulica 10;Murska Sobota;9000;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;451.458;419.284;270.613;140.021;391782,32;516127;323.952,20;303.311,69;127.505,97;115.972,31;442363;442363;383806;383806;252359;252359;248286;107380;6169738;6128282
49073222;7019017;;ZT KRIŽNAR d.o.o;Gosposvetska ulica 10 A;Kranj;4000;4;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;6;30.05.2019;516.652;476.202;182.192;123.444;412532,76;364611,43;460,43;0;516.191,83;476.201,89;312207;312207;0;0;60476;60476;0;76240;3334781;3219480
17779022;6206905;;Vidvana d.o.o.;Staretova ulica 13 E;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;302.380;281.803;265.485;297.319;297303,8;334612,29;8,99;0;302.370,55;281.803,36;158000;158000;181203;181203;272001;272001;183722;176892;2853328;2881499
92797997;5785588;22033683;PUŠNIK-NOVLJAN d.o.o.;Turkova ulica 8;Novo mesto;8000;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;15;NE;DA;NE;NE;2018;1;30.05.2019;1.322.294;1.194.525;263.035;214.189;2487753,98;2278271,67;471.411,26;418.576,06;850.882,97;775.949,29;1110773;1110773;1099931;1099931;200679;200679;181453;43294;2834021;2708591
52651991;5744067;22033570;KA & UP d.o.o.;Osojnikova cesta 9;Ptuj;2250;2;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;12;NE;DA;NE;NE;2018;1;30.05.2019;688.087;586.679;27.555;-31.048;491814,84;503143,59;200.627,60;122.421,11;487.459,05;464.258,14;535592;535592;474867;474867;14276;14276;30324;-28480;546193,95;392095
57487316;3281426;68635526;LANŠ?AK d.o.o.;Lendavska ulica 18;Murska Sobota;9000;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;168.682;171.615;260.234;252.954;301559,13;274974,81;108.550,47;102.261,85;60.131,72;69.353,05;154954;154954;148791;148791;225920;225920;209277;7624;3007522;2800174
69223939;5397863;68024274;MEDICOR d.o.o. Ljubljana;Opekarska cesta 30;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;540.732;477.706;244.475;215.915;442667,95;379704,73;322.324,30;321.927,50;218.407,69;155.778,53;467144;467144;431161;431161;186061;186061;148071;40296;5435800;5551607
78169348;6829848;;PARAMEDIC d.o.o.;Litijska cesta 100;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11003;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;511.843;412.293;89.578;54.970;288729,03;233640,45;43.943,60;40.822,26;467.899,47;371.470,48;327180;327180;43564;43564;44762;44762;4057;34779;176262,49;152895,31
40110982;6987346;;ESTETIKA TESTEN d.o.o.;Pohorska ulica 17 D;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;719.758;668.866;241.913;118.336;233203,67;183474,1;35,56;50.310,74;719.722,83;618.555,26;273330;273330;0;0;24737;24737;0;400959;10537727;9917159
54756049;1732595;22033380;ŠTORKLJA d.o.o.;Kopališka ulica 16;Slovenj Gradec;2380;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;197.015;207.920;241.237;230.627;305773,54;303692,08;156.653,82;154.525,17;40.360,86;53.394,89;216709;216709;220743;220743;211692;211692;152951;49457;2294033;2182351
45328650;6302122;69108514;Ustna medicina d.o.o.;Slovenska cesta 54;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Majhne enote;18;NE;DA;NE;NE;2018;2;30.05.2019;2.997.114;2.595.467;235.746;163.795;2860740,37;2354766,71;449,39;156.751,14;2.996.664,81;2.438.716,24;2058594;2058594;1484538;1484538;157558;157558;181315;327576;6847890;6513675
83298509;2365944;68643857;ORTOPEDIJA PRETTNER d.o.o.;Cvetkova ulica 10;Murska Sobota;9000;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;297.178;292.206;235.009;193.180;400922,64;375158,45;186.926,46;164.507,54;110.251,85;127.698,75;282613;282613;254769;254769;154724;154724;115980;130391;5857237;5812216
33699950;7120800;;BioLab d.o.o.;Vilharjev podhod 23;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11003;Mikro enote;5;DA;NE;NE;NE;2018;6;30.05.2019;458.092;95.147;6.867;-66.411;1065794,17;434679,68;18.828,32;0;439.264,08;95.147,44;0;0;0;0;-16613;-16613;0;245048;394076,76;375411,77
87860988;6256872;;HIPPOCRATES d.o.o.;Brežec pri Diva?i 9 A;Diva?a;6215;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11003;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;308.723;218.792;226.997;218.436;376005,23;406005,76;29,48;0;308.693,75;218.792,09;204344;204344;184268;184268;201610;201610;156308;70168;6583106;6698065
40908771;1893793;68109751;AVELANA d.o.o.;Dobrava 72;Oto?ec;8222;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;10;NE;DA;NE;NE;2018;1;30.05.2019;1.417.251;1.155.986;224.838;239.860;3900570,61;4164595,77;886.403,60;684.367,46;530.847,66;471.618,91;1016569;1016569;1022999;1022999;300435;300435;332621;-7377;3520064;3660384
19577460;5158834;22033467;ZD Vrhnika;Cesta 6. maja 11;Vrhnika;1360;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;74;NE;NE;DA;NE;2018;1;30.05.2019;3.776.277;3.327.671;197.592;163.761;3018724;2677743;3344579,06;3031275,73;431.697,94;296.395,27;3085492;3085492;2794716;2794716;204331;204331;91767;255133;3560073;3340344
84684127;1277146;22033404;GPD, d.o.o.;Son?ni gri? 7;Velenje;3320;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;222.223;245.412;224.418;212.580;562256,26;605023,78;151.763,63;172.234,55;70.459,77;73.177,19;222460;222460;222854;222854;196360;196360;325375;139576;4334159;4289857
37507907;1599666;22033365;ALVEOLA d.o.o.;Židovska ulica 2;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;584.429;548.352;223.482;169.492;315676,37;352286,43;316.725,59;358.103,82;267.703,83;190.247,81;504211;504211;479669;479669;126723;126723;94748;130528;2152275;2028344
36485101;2364956;;Biobanka d.o.o.;Prevale 9;Trzin;1236;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11003;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;424.205;458.451;-302.838;-303.819;1942762,01;1997505,54;19,29;38,43;424.185,80;458.412,49;401156;401156;246878;246878;-283869;-283869;-278971;1396;26354,5;22880,24
58978330;5667453;22033703;SANTRA d.o.o.;Masarykova ulica 26;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;1;30.05.2019;469.727;469.561;-306.298;33.858;489819,37;815482,71;46.773,79;41.938,02;422.953,01;427.622,59;505522;505522;533136;533136;13894;13894;5006;275595;365690,69;336123
99481260;5915856;68013743;SANABILIS d.o.o.;Ulica heroja Bra?i?a 6;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;2;DA;NE;NE;NE;2018;1;30.05.2019;260.222;239.171;213.936;186.116;446506,62;453791,58;166.560,86;160.320,74;93.661,47;78.850,17;237778;237778;206803;206803;155605;155605;130238;290797;4324925;3936869
10430253;1625870;22033348;CROMEX-SMOGAVC d.o.o.;Ulica Pohorskega bataljona 1;Oplotnica;2317;2;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;8;DA;NE;NE;NE;2018;1;30.05.2019;470.250;418.571;8.660;5.397;582623,76;545899,03;56.248,46;44.017,80;414.001,51;374.552,77;432088;432088;453652;453652;13426;13426;18823;97341;129298,74;121088
36930695;7171005;69172064;KG-DENT d.o.o.;Hleb?e 6;Velike Laš?e;1315;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;15;NE;DA;NE;NE;2018;2;30.05.2019;1.271.282;232.571;213.677;5.405;383143,84;172621,99;103.614,02;26.097,00;1.167.668,37;206.474,35;232571;232571;0;0;5405;5405;-393;42673;6442015;6618314
41591402;3552080;;M&I d.o.o.;Mesarska cesta 34;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;6;30.05.2019;330.687;295.501;209.766;118.976;269553,92;202708,35;0;0;330.686,50;295.501,38;264540;264540;224806;224806;84729;84729;55138;191057;5736817;5688635
75851512;1864939;68839120;PENZION SRE?A d.o.o.;Orešje 51;Šmarješke Toplice;8220;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11002;Majhne enote;11;NE;DA;NE;NE;2018;1;30.05.2019;707.141;703.709;23.699;13.885;2253457,5;2227047,34;309.544,81;295.363,25;397.596,00;408.345,38;713800;713800;689235;689235;360;360;26260;15226;524837,51;591851
98741977;2190842;68268295;ORTOESTETIK d.o.o.;Meljski dol 36;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;365.887;278.339;205.924;177.877;376611,25;351683,97;160.900,57;145.973,61;204.986,57;132.365,46;269024;269024;275079;275079;174631;174631;159619;5085;4716151;4732044
31244823;1319698;68105515;Dr.Pavši? d.o.o.;Litijska cesta 43;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;409.484;385.194;205.915;264.941;248376,17;301109,22;211.372,58;192.621,81;198.111,84;192.572,54;414807;414807;406198;406198;262520;262520;247858;78550;1734686;1619780
74833391;1192337;;ZOBOZDRAVSTVO ZUPAN?I? d.o.o., Ljubljana;Stani?eva ulica 4 A;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;287.437;214.319;204.035;150.315;371032,47;332929,55;12.066,74;21.003,33;275.369,98;193.315,71;229223;229223;263396;263396;125822;125822;100503;315746;8693541;6860411
62148354;5903475;;DERMADENT, d.o.o., Ljubljana;Ulica bratov Babnik 10;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;164.855;145.016;203.513;198.047;360862,38;357486,81;38.885,76;30.495,67;125.969,30;114.520,37;174256;174256;209020;209020;207141;207141;204890;33915;6529960;6403899
89032136;2173034;68129521;PRAVOVID d.o.o.;Ukmarjeva ulica 4;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;412.163;390.225;200.626;146.517;237831,82;193879,03;111.802,87;106.482,88;300.359,66;283.742,52;158708;158708;145344;145344;94066;94066;88453;62820;3063975;2825205
96422076;2063336;68072682;DIAGNOSTI?NI CENTER ŠENTJUR, d.o.o.;Ulica Dušana Kvedra 27;Šentjur;3230;3;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;7;DA;NE;NE;NE;2018;1;30.05.2019;559.194;530.044;60.688;43.914;898261,2;842807,81;177.380,41;172.923,07;381.813,53;357.120,92;477188;477188;443341;443341;30045;30045;25465;108785;362337,96;321554,06
22745866;6332846;69236423;ZDRAVJE AS d.o.o.;Ljubljanska cesta 3 A;Koper - Capodistria;6000;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;377.746;249.535;-321.503;-189.488;362810,26;395434,32;0;7.396,88;377.746,16;242.138,35;8450;8450;0;0;0;0;-9834;0;29548,32;0
14872536;2238772;68239059;HOLIMED d.o.o.;Ulica kneza Koclja 11;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;299.565;273.244;198.374;131.534;233896,69;397213,91;112.971,22;89.864,87;186.593,39;183.378,97;279641;279641;215326;215326;79379;79379;39625;154748;4070503;4128768
10853995;5306086;22033449;INMED, d.o.o., Ljubljana;Hubadova ulica 31;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;485.709;424.600;89.932;47.043;376327,29;318198,67;124.428,64;131.872,54;361.279,86;292.727,90;380009;380009;363421;363421;21899;21899;18272;10242;1112167,51;771218
25912186;1816217;69123631;STOMATOESTETIKA KULIŠ d.o.o.;Dražgoška ulica 34;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;1;30.05.2019;471.230;385.496;195.949;186.374;272603,52;253214,87;6.834,60;25912186;464.395,47;-25.526.690,27;413897;413897;327727;327727;155343;155343;108026;160621;3195977;3525418
55897550;5170001;22033460;ZD Ko?evje;Roška cesta 18;Ko?evje;1330;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;83;NE;NE;DA;NE;2018;1;30.05.2019;4.370.538;3.887.166;14.312;-26.792;1708150;1682029;4015023,87;4140452,5;355.514,13;-253.286,50;3775571;3775571;3592035;3592035;30278;30278;169918;15876;53495,17;44659
41492161;1715763;68197573;PHYSIS d.o.o.;Vrhovci, cesta XVIII 3;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;181.080;165.508;195.072;191.476;172396,44;224607,04;55.938,30;49.198,31;125.141,92;116.309,72;168352;168352;181752;181752;191361;191361;188064;927;9148070;9536664
58995315;5950791;22033824;MEDI CENTER, d.o.o.;Topniška ulica 4;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Majhne enote;12;NE;DA;NE;NE;2018;1;30.05.2019;781.501;803.666;94.387;112.161;1839436,6;1859111,69;431.424,80;410.501,19;350.075,87;393.165,22;752514;752514;847922;847922;113014;113014;210101;12948;303772,82;211032
60015136;5448808;68109753;ULTRAMEDICA d.o.o.;Stožice 7;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;205.023;204.241;192.444;179.691;278401,43;288712,26;86.683,03;88.328,68;118.339,54;115.912,24;172680;172680;190193;190193;170117;170117;167892;3444;2804989;2848800
68752504;5631491;68198397;DKC d.o.o.;Rakuševa ulica 6;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;381.925;361.405;190.676;137.629;651977,64;388456,93;110.720,10;107.383,35;271.204,78;254.021,60;377609;377609;311473;311473;132933;132933;103645;-842;1566982;1655622
59648279;5568366;68012405;BIRO USLUGA d.o.o.;Ulica bratov Babnik 10;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;370.029;337.880;414.983;351.501;819768,83;668220,15;22.753,50;18.855,00;347.275,96;319.025,00;343500;343500;304527;304527;286067;286067;242167;18428;4069572;4073917
61349607;2234955;68192257;0.4 d.o.o.;Polhov Gradec 13;Polhov Gradec;1355;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;166.487;134.544;181.814;166.620;423761,5;203560,13;55.768,07;68.605,26;110.718,50;65.938,61;135475;135475;129983;129983;165009;165009;160597;-4340;3334781;3219480
20873964;5699797;45028329;DIAGNOSTI?NI CENTER CLARUS d.o.o. Ljubljana;Šmartinska cesta 152;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;430.347;1.053.357;255.595;253.658;340236,9;315849,44;90.338,91;89.777,96;340.007,71;963.579,20;1099199;1099199;972519;972519;253157;253157;234368;78116;2236257;2160937
72565829;3638774;69101184;ARTROS REHA d.o.o.;Tehnološki park 22 A;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;306.984;285.022;179.813;117.357;260624,74;206950,13;5.100,18;8.510,51;301.883,65;276.511,77;223914;223914;124782;124782;65920;65920;16018;60431;4274188;4170756
42151082;5947383;68120002;Dr. ?OK DENTAL d.o.o.;Obala 114;Portorož - Portorose;6320;6;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;593.586;514.195;178.749;150.795;357720,35;197749,84;254.142,05;251.359,46;339.443,71;262.835,58;536948;536948;506934;506934;136941;136941;98787;23933;5958901;5863135
