;;;;;;;;;;;;;;;;;;;;;Izkaz poslovnega izida;;;Izkaz poslovnega izida;;;;Bilanca stanja;;Erar;;;;izkaz poslovnega izida;;;;izkaz poslovnega izida;;;;bilanca stanja;
93039484;2240718;68177971;MEDIM d.o.o.;Rete?e 154;Škofja Loka;4220;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4,5;DA;NE;NE;NE;2018;1;30.05.2019;296466,18;296466,18;294683,29;23.741,69;23741,69;231.793,59;231793,59;86220,8;266131,43;257.224,63;246.255,16;39.241,55;48.428,13;295809,27;295809,27;246926,15;246926,15;180925,45;180925,45;151853,77;-833;22511,62;23050
33634602;6568335;69008585;HEPI-DENT d.o.o.;Cesta 19. oktobra 57;Stari trg pri Ložu;1386;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3,25;DA;NE;NE;NE;2018;2;30.05.2019;199625,87;199625,87;165611,91;11.406,70;11406,7;10.458,81;10458,81;114551,62;46219,14;45.821,29;32.937,45;153.804,58;132.674,46;179733,51;179733,51;171662;171662;10553,46;10553,46;25652;48492;107481,84;124731
68638035;6552994;69041585;CLARUS DENTAL IN PARTNERJI d.o.o.;Šmartinska cesta 152;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;8,51;DA;NE;NE;NE;2018;2;30.05.2019;1003060,02;1003060,02;831809,88;10.854,14;10854,14;24.246,37;24246,37;394486,05;320761,69;0;396;1.003.060,02;831.413,88;675659,05;675659,05;389049;389049;-19633,21;-19633,21;12948;81732;102437,79;118289
86161245;6619789;69032328;DOKTOR M d.o.o.;Spodnje Negonje 16 C;Rogaška Slatina;3250;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;189315,72;189315,72;181795,57;124.368,85;124368,85;95.104,14;95104,14;316614,61;320136,25;152.666,04;151.730,73;36.649,68;30.064,84;180126,59;180126,59;180201,39;180201,39;69463,97;69463,97;38068,06;0;7043,85;0
13517694;6147224;68957230;AMBULANTA MRŠNIK, d.o.o.;Destrnik 9;Destrnik;2253;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3,5;DA;NE;NE;NE;2018;2;30.05.2019;183862,52;183862,52;167949,6;-8506,01;-8506,01;-8872,16;-8872,16;15157,07;11271,22;147.272,82;138.648,01;36.589,70;29.301,59;171273,48;171273,48;132460;132460;-6859,09;-6859,09;-8435;29305;94091,77;102280
58306340;5773504;22033584;SINOPSIS d.o.o.;Gorenjska ulica 37;Bled;4260;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3,54;DA;NE;NE;NE;2018;1;30.05.2019;232594,11;232594,11;190366,79;40.884,59;40884,59;33.318,38;33318,38;122186,12;115500,84;196.456,82;154.086,06;36.137,29;36.280,73;190433,12;190433,12;197138;197138;41237,39;41237,39;39201;247858;300579,56;276356
12602540;1926756;68025999;ZDRAVJE d.o.o.;Ulica padlih borcev 22;Prestranek;6258;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,5;DA;NE;NE;NE;2018;1;30.05.2019;166314,92;166314,92;152463,16;48.150,92;48150,92;41.693,55;41693,55;82318,13;71666,19;130.209,37;120.530,08;36.105,55;31.933,08;124224,97;124224,97;109586,43;109586,43;33755,58;33755,58;24238,3;70594,54;73723,08;68995,68
60910275;6343538;68989703;MEDICINA ILJAŽ d.o.o.;Bizeljska cesta 104;Bizeljsko;8259;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,55;DA;NE;NE;NE;2018;2;30.05.2019;239682,97;239682,97;262477,22;71.891,33;71891,33;59.660,99;59660,99;259850,91;223046,11;203.633,84;228.566,08;36.049,13;33.911,14;233735;233735;231318;231318;51186,38;51186,38;53772;0;198123,92;0
92241883;6334563;68969819;MEDICA PRIMA, d.o.o.;Na trati 2;Maribor;2000;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;201716,33;201716,33;186286,28;18.457,42;18457,42;17.880,99;17880,99;62700,63;59359,79;165.755,57;152.259,06;35.960,76;34.027,22;186992,89;186992,89;185306,19;185306,19;17382,87;17382,87;17135,43;43871;129895,64;122685
21152586;2118815;68109750;AL-MEDICO d.o.o.;Dunajska cesta 49;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;176026,4;176026,4;166235,98;10.557,43;10557,43;1.057,64;1057,64;102951,06;114474,02;123.665,72;117.412,11;52.360,68;48.823,87;156049,89;156049,89;150434;150434;1756,46;1756,46;14854;75554;126937,8;131832
95085025;5415187;22033424;BRAN?URNIK DENT d.o.o.;Pri Bran?urniku 10;Prevalje;2391;2;Q86.230;Zobozdravstvena dejavnost;9;S.11003;Majhne enote;14,92;NE;DA;NE;NE;2018;1;30.05.2019;900443,86;900443,86;1106187,8;10.168,67;10168,67;42.615,54;42615,54;927785,63;1068139,71;46.085,75;47.722,55;854.358,11;1.058.465,25;1024844,6;1024844,6;1122944;1122944;13660,88;13660,88;35607;25178,27;53251,57;58552,07
45721050;2257513;68710460;OBRADOVI? ZDRAVSTVO d.o.o.;Cankarjeva ulica 3 A;Krško;8270;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;4,03;DA;NE;NE;NE;2018;1;30.05.2019;317192,81;317192,81;284727,26;70.581,37;70581,37;58.814,67;58814,67;108531,54;93422,41;282.855,87;252.672,80;34.336,94;32.054,46;245087,53;245087,53;214364,59;214364,59;57294,36;57294,36;40951,47;53214,32;84255,78;86801,86
90092112;3295494;;K & A d.o.o.;Mlakarjeva ulica 76;Šen?ur;4208;4;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;6,67;DA;NE;NE;NE;2018;6;30.05.2019;255444,72;255444,72;260838,91;-912,98;-912,98;-4773,7;-4773,7;66911,5;66947,38;222.330,52;292.467,44;33.114,20;-31.628,53;287587,97;287587,97;299723,52;299723,52;3035,48;3035,48;1223,74;72851;115053,1;100583
42619807;6595332;69036694;ZASEBNA SPLOŠNA AMBULANTA ALEŠ BLAZNIK, DR.MED. d.o.o.;Ob Koprivnici 81;Celje;3000;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,52;DA;NE;NE;NE;2018;2;30.05.2019;217814,66;217814,66;204059,22;102.125,02;102125,02;40.156,56;40156,56;136725,72;67089,19;184.964,59;174.994,60;32.850,07;29.064,62;197781,94;197781,94;192485;192485;24524,7;24524,7;21639;0;98725,69;103564
45618488;2211823;68152499;AMBULANTA DEMŠAR d.o.o.;Visoko pri Poljanah 5;Škofja Loka;4220;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,5;DA;NE;NE;NE;2018;1;30.05.2019;235328,07;235328,07;273140,45;135.896,98;135896,98;111.699,16;111699,16;176533,19;143472,83;203.151,03;235.727,21;32.177,04;37.413,24;239314,08;239314,08;224955,39;224955,39;84608,61;84608,61;56606,09;63151;1166170,32;1066739
21441669;1689789;68004797;NIS d.o.o.;Tržaška cesta 133;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;5,53;DA;NE;NE;NE;2018;1;30.05.2019;451106,42;451106,42;402132,06;204.274,65;204274,65;169.862,87;169862,87;398125,63;410973,39;420.098,25;339.919,93;31.008,17;62.212,13;351528,13;351528,13;306054,5;306054,5;131464,58;131464,58;108784,55;184687;2774147;2565779
70393788;1357859;22033397;FEBRIS d.o.o.;Kolodvorska cesta 24;Pivka;6257;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3,33;DA;NE;NE;NE;2018;1;30.05.2019;289406,31;289406,31;296230,86;44.046,91;44046,91;43.602,75;43602,75;98840,22;104582,65;258.680,41;275.964,45;30.725,90;20.266,41;307447,5;307447,5;300064;300064;52538,03;52538,03;43871;23992;99387,24;91833
40806944;5718716;68055979;TRODENT d.o.o.;Peri?eva ulica 17;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2017;1;30.05.2019;432461,4;432461,4;446462,02;9.849,17;9849,17;4.803,58;4803,58;500918,29;491711,69;6,04;21,03;432.455,36;446.440,99;523050,83;523050,83;555472;555472;22281,41;22281,41;4601;14854;110886,59;32711
71609962;6515720;68996975;AMBULANTA IGOR MIHAJLOVI?, d.o.o.;Partizanska ulica 38;Radlje ob Dravi;2360;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3,62;DA;NE;NE;NE;2018;2;30.05.2019;222833,54;222833,54;204542,87;133.158,25;133158,25;112.613,81;112613,81;175350,38;178860,27;192.758,47;165.848,11;30.075,07;38.694,76;177889,37;177889,37;130053;130053;91978,57;91978,57;73421;455018,9;4019889,1;3833410,16
17404703;1197274;22033736;P & TH, d.o.o.;Kopališka cesta 7;Radovljica;4240;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,72;DA;NE;NE;NE;2018;1;30.05.2019;180350,28;180350,28;173012,49;19.717,28;19717,28;20.443,90;20443,9;78118,25;90508,01;152.448,05;144.689,00;27.902,23;28.323,49;175029,16;175029,16;187891;187891;26090,23;26090,23;29305;28141;46181;47533
20039794;6713670;69055413;IMŠ d.o.o.;Cesta na Poljane 24;Ljubljana - Šentvid;1210;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;7,29;DA;NE;NE;NE;2018;2;30.05.2019;477069,2;477069,2;310017,04;9.034,57;9034,57;30.436,54;30436,54;119736,45;130397,13;91.021,66;11.696,80;386.047,54;298.320,24;202507,59;202507,59;125906;125906;3468,69;3468,69;3962;21207;73675,05;70613
57857628;6100066;68962359;ECHINACEA, d.o.o.;Male?nik 14;Male?nik;2229;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,88;DA;NE;NE;NE;2018;2;30.05.2019;129053,59;129053,59;127095,35;40.564,94;40564,94;38.321,07;38321,07;56573,77;59051,3;102.492,75;102.485,50;26.560,84;24.609,85;123794,79;123794,79;129225,95;129225,95;27296,42;27296,42;16660,32;9461;164118,31;157658
64870928;6103022;68939820;MENS MAIOR, d.o.o.;Lackova cesta 269;Limbuš;2341;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,42;DA;NE;NE;NE;2018;2;30.05.2019;154757,48;154757,48;114703,75;5.440,31;5440,31;4.659,25;4659,25;25276,56;20316,82;129.120,07;101.619,32;25.637,41;13.084,43;120005,18;120005,18;120452,03;120452,03;3920,9;3920,9;3529,23;115112,2;155968,06;134425,53
66093643;6466613;68988619;AMBULANTA POLJ?ANE d.o.o.;Bistriška cesta 62;Polj?ane;2319;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,76;DA;NE;NE;NE;2018;2;30.05.2019;185759,48;185759,48;172290,37;37.333,41;37333,41;31.487,23;31487,23;59957,59;53656,04;160.530,54;147.946,14;25.228,94;24.344,23;170774,27;170774,27;171961;171961;24055,87;24055,87;16303;38381;91147,33;88751
71880577;6129838;68939691;AS.MED d.o.o.;Kocljeva ulica 10;Murska Sobota;9000;9;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;2;30.05.2019;189364,98;189364,98;179546,47;124.281,59;124281,59;105.540,59;105540,59;202694,34;178137,17;165.513,54;140.271,56;23.851,44;39.274,91;174249,63;174249,63;157629;157629;91476,26;91476,26;87795;77736,5;2318960,08;1155908,21
56825684;3554104;69093165;VITOMIR RAVNIKAR S.P.;Grajska cesta 27;Gornja Radgona;9250;9;Q86.901;Alternativne oblike zdravljenja;1;S.14100;Mikro enote;2,5;DA;NE;NE;NE;2018;2;30.05.2019;191548,14;191548,14;195055,89;8.197,16;8197,16;5.888,67;5888,67;111966,7;123583,73;4.015,16;3.536,10;187.532,98;191.519,79;186361,66;186361,66;167286,71;167286,71;8955,82;8955,82;5677,38;86250;308949,14;313476
24732087;3638359;68841159;KOPRIVEC d.o.o.;Podreber 12 C;Polhov Gradec;1355;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3,25;DA;NE;NE;NE;2018;1;30.05.2019;199255,15;199255,15;231337,62;79.602,79;79602,79;72.659,38;72659,38;235087,96;258317,28;177.122,69;208.996,67;22.132,46;22.340,95;220033,45;220033,45;182720;182720;53088,6;53088,6;37239;7419,25;73875,2;78035,92
48260312;5857341;45000079;CORONA DENTIS d.o.o.;Pesnica pri Mariboru 42 C;Pesnica pri Mariboru;2211;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;9;DA;NE;NE;NE;2018;1;30.05.2019;478418,31;478418,31;380336,77;7.613,71;7613,71;4.656,74;4656,74;282358,2;293818,58;53.421,77;47.946,61;424.996,54;332.390,16;357274,95;357274,95;272126;272126;6613,76;6613,76;5033;290232;363538,6;365718
46933689;6611737;69031120;DRUŽINSKA MEDICINA LON?AR, d.o.o.;Lastine 17;Rogaška Slatina;3250;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;5,29;DA;NE;NE;NE;2018;2;30.05.2019;249295,82;249295,82;241710,43;54.673,51;54673,51;43.437,70;43437,7;102009,38;91487,23;228.215,61;236.728,28;21.080,21;4.982,15;253484,1;253484,1;238754;238754;36867,27;36867,27;22493;1214925,6;2014430,03;1685584,54
17182506;6471706;68987400;DRUŽINSKA MEDICINA ŽAGAR, d.o.o.;Jur?i?eva ulica 32;Žužemberk;8360;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3,46;DA;NE;NE;NE;2018;2;30.05.2019;235381,86;235381,86;210976,71;138.123,34;138123,34;117.098,67;117098,67;163085,81;136277,71;216.125,84;207.113,80;19.256,02;3.862,91;223786,89;223786,89;183285;183285;98369,11;98369,11;63103;53840;1615760;1566939
92378838;6474730;68987245;AMBULANTA STRAŽA, d.o.o.;Ulica talcev 17;Straža;8351;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;6,38;DA;NE;NE;NE;2018;2;30.05.2019;376030,54;376030,54;356354,56;3.992,56;3992,56;24.819,62;24819,62;58297,26;78771,06;359.517,01;378.254,08;16.513,53;-21.899,52;300742,61;300742,61;293212,1;293212,1;10546;10546;27326,65;87795;166703,78;141808
60489332;5050243;45021975;Svetovalni center, Ljubljana;Gotska ulica 18;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.13133;Velikost RS se ne izra?unava;31;NE;NE;DA;NE;2018;1;30.05.2019;1313095;1313095;1293675;6.167,00;6167;2.722,00;2722;510932;526881;1.300.461,73;1.220.065,46;12.633,27;73.609,54;1171529;1171529;1178940;1178940;235;235;56073;64987,47;101501,49;94657,97
34038990;2229579;68170962;DISPANZER ZA OTROKE IN MLADOSTNIKE d.o.o.;Prešernova ulica 6;Žalec;3310;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;5,89;DA;NE;NE;NE;2018;1;30.05.2019;383166,81;383166,81;426783,56;5.815,74;5815,74;38.509,95;38509,95;49858,88;83904,39;395.512,85;385.467,50;-12.346,04;41.316,06;420759,04;420759,04;414564;414564;33606,38;33606,38;29349;35528;65832,7;76471
30127700;1511165;;ALQMA d.o.o.;Ulica bratov Gerjovi?ev 57;Dobova;8257;8;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4,08;DA;NE;NE;NE;2018;6;30.05.2019;124969,36;124969,36;131302,13;37.932,93;37932,93;35.473,39;35473,39;196084,53;194976,84;111.082,01;115.871,48;13.887,35;15.430,65;108739,65;108739,65;99813,24;99813,24;31288,08;31288,08;29048,72;95089,88;121916,82;113965,11
11725010;6554903;68995085;BLIMED d.o.o.;Podvrh 24;Mozirje;3330;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,79;DA;NE;NE;NE;2018;2;30.05.2019;182023,3;182023,3;171667,72;25.696,32;25696,32;8.600,50;8600,5;60968,91;32236,48;168.334,40;144.544,32;13.688,90;27.123,40;169000,97;169000,97;176975;176975;13573,01;13573,01;12243;115980;290357,82;267889
49173090;6157718;;ALERGIK d.o.o.;Zdraviliški trg 23;Rogaška Slatina;3250;3;Q86.901;Alternativne oblike zdravljenja;1;S.11002;Mikro enote;2,42;DA;NE;NE;NE;2018;6;30.05.2019;123976,43;123976,43;106554,12;5.121,12;5121,12;3.400,48;3400,48;31065,92;33552,93;0;0;123.976,43;106.554,12;75045;75045;112318;112318;2503,51;2503,51;900;0;47948,97;0
21339635;5345545;68133541;MEDICO DR. SENTO?NIK d.o.o.;Lev?eva ulica 11;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;6,4;DA;NE;NE;NE;2018;1;30.05.2019;371141,49;371141,49;400543,83;4.595,05;4595,05;5.695,49;5695,49;735408,1;808049,89;134.468,60;151.865,16;236.672,89;248.678,67;434170,77;434170,77;445600;445600;29490,63;29490,63;22317;0;30853,38;0
88712524;6256180;68956885;MAJOMA, d.o.o.;Betettova ulica 11;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;2,41;DA;NE;NE;NE;2018;2;30.05.2019;153502,46;153502,46;150318,23;3.133,84;3133,84;609,89;609,89;26518,42;26531,42;49.869,23;51.914,63;103.633,23;98.403,60;152675,46;152675,46;148761;148761;1259,94;1259,94;496;9541,75;64960,8;38092,11
58710655;6112749;68951764;MEDICINSKE STORITVE A MEDICA, d.o.o.;Trstenjakova ulica 34;Murska Sobota;9000;9;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;2,88;DA;NE;NE;NE;2018;2;30.05.2019;197364,43;197364,43;196730,94;85.986,90;85986,9;74.790,52;74790,52;122229,26;101413,05;188.534,99;192.095,94;8.829,44;4.635,00;199307,32;199307,32;164841,8;164841,8;60488,87;60488,87;41314,27;54413,25;583402,78;499905,25
68662408;1626191;22033776;STARDENT d.o.o.;Trg svobode 9;Žiri;4226;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;197505,4;197505,4;201227,11;2.515,66;2515,66;2.550,33;2550,33;18750,07;12572,71;65.342,88;52.721,43;132.162,52;148.505,68;193358,74;193358,74;181545;181545;2465,03;2465,03;3227;29554,23;124943,57;120252,95
78326940;6077153;68957052;AMBULANTA ZA VSE GENERACIJE, d.o.o.;Potr?eva cesta 15;Ptuj;2250;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;244221,03;244221,03;222584,88;2.079,52;2079,52;9.494,93;9494,93;34747,19;45330,22;228.746,40;201.871,66;15.474,63;20.713,22;211963,68;211963,68;196991;196991;8844,1;8844,1;8849;0;60886,36;0
97097411;7116489;69118398;AMBULANTA POLHEK d.o.o.;Prapro?e 3;Polhov Gradec;1355;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;2,43;DA;NE;NE;NE;2018;2;30.05.2019;192649,93;192649,93;152961,64;-135,81;-135,81;-16082,17;-16082,17;49774,95;28764,93;187.897,50;140.325,66;4.752,43;12.635,98;43826,68;43826,68;0;0;-13938,57;-13938,57;0;204890;380241,49;393954
23127295;5868700;45025302;BIVEAL - Pirjevec in Sabadin, d.n.o. Koper;Beblerjeva ulica 2 B;Koper - Capodistria;6000;6;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;141751,82;141751,82;137738,6;11.815,14;11815,14;31.577,17;31577,17;42242,5;40725,76;141.755,59;133.762,86;-3,77;3.975,74;135011,29;135011,29;135189;135189;25289,19;25289,19;24128;41378;115130,22;127434
31885594;5753953;45025417;MERI-IMPEX d.o.o.;Livarska ulica 5;Kamnik;1241;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Mikro enote;12,56;NE;DA;NE;NE;2018;1;30.05.2019;665512,02;665512,02;677173,71;41.895,25;41895,25;95.165,34;95165,34;463121,08;441227,71;666.882,16;681.269,03;-1.370,14;-4.095,32;627150,52;627150,52;544710,23;544710,23;72579,71;72579,71;67350,98;159619,31;346517,63;326100,07
15240509;6396518;68996403;SEPIA d.o.o.;Tivolska cesta 50;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4,5;DA;NE;NE;NE;2018;2;30.05.2019;162095,13;162095,13;156918,1;1.972,67;1972,67;1.285,40;1285,4;17732,78;27173,67;1.995,00;2.145,00;160.100,13;154.773,10;155488,34;155488,34;118012;118012;1281,38;1281,38;659;191328;289248,56;226260
83817344;2195453;68190693;ZOBOZDRAVSTVO MUC d.o.o.;Ulica na Pristavah 1;?rnomelj;8340;8;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3,54;DA;NE;NE;NE;2018;1;30.05.2019;157068,72;157068,72;150857,1;1.808,52;1808,52;3.323,80;3323,8;34995,5;38827,56;52.816,30;48.806,22;104.252,42;102.050,88;148668,25;148668,25;146068;146068;1078,08;1078,08;-833;59456;365483,24;358751
42206405;2139251;;B DENT d.o.o.;Krašnja 57 A;Lukovica;1225;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;8,58;DA;NE;NE;NE;2018;6;30.05.2019;361473,94;361473,94;361860,25;1.467,06;1467,06;16.580,68;16580,68;192099,16;197916,88;43.599,64;25.597,96;317.874,30;336.262,29;322438,45;322438,45;293412;293412;9786,89;9786,89;327;95044;245956,69;241074
41376013;5914701;22033767;SALVUS d.o.o.;Trimlini 56 A;Lendava - Lendva;9220;9;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;7,05;DA;NE;NE;NE;2018;1;30.05.2019;208576,23;208576,23;206296,96;2.908,23;2908,23;111.441,63;111441,63;322130,28;357066,34;229.208,13;176.630,59;-20.631,90;29.666,37;193070,42;193070,42;187660;187660;-16857,01;-16857,01;2204,29;183722,25;296252,68;234215,48
40087816;2042215;68057194;AM HABJAN d.o.o.;Dašnica 124;Železniki;4228;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;3,41;DA;NE;NE;NE;2018;1;30.05.2019;196251,6;196251,6;186744,98;21.199,57;21199,57;29.697,74;29697,74;57202,99;63923,44;232.551,17;209.420,31;-36.299,57;-22.675,33;191057,71;191057,71;184972,96;184972,96;43383,83;43383,83;26070,58;-4941;24239,09;26689
94474273;1834487;68872796;ALFA DENTAL, d.o.o.;Železnikova ulica 4;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;7;DA;NE;NE;NE;2018;2;30.05.2019;410175,37;410175,37;395936,55;1.267,16;1267,16;10.107,03;10107,03;124285,39;162587,79;0;0;410.175,37;395.936,55;460503,38;460503,38;510172;510172;15338,28;15338,28;29667;43120;110261,12;140710
40635112;5054591;22033492;ZD METLIKA;Cesta bratstva in enotnosti 71;Metlika;8330;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;49;NE;NE;DA;NE;2018;1;30.05.2019;2306018;2306018;2086547;13524;13524;-71469;-71469;1317764;1373905;2.498.913,12;2.370.231,71;-192.895,12;-283.684,71;2048698;2048698;1957578;1957578;800;800;1771;49904;120458,31;79279
22826211;1363786;;CENTER ZA NARAVNO ZDRAVLJENJE d.o.o.;Koroška cesta 47;Dravograd;2370;2;Q86.230;Zobozdravstvena dejavnost;9;S.11003;Mikro enote;6,78;DA;NE;NE;NE;2018;6;30.05.2019;663210;663210;648295;517,56;517,56;445,22;445,22;172328;184004,27;0;0;663.210,00;648.295,00;646355;646355;640515;640515;18986,81;18986,81;23597;33337;469110,48;375437
44691025;5685800;22033560;PSIHIATRI?NA BOLNIŠNICA VOJNIK;Celjska cesta 37;Vojnik;3212;3;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;169;NE;NE;NE;DA;2018;1;30.05.2019;5579107;5579107;5404223;16.003,00;16003;11.026,00;11026;10797607;10901703;5819031;6272113,95;-239.924,00;-867.890,95;6250675;6250675;6033866;6033866;28532;28532;285258;38006;296377,85;215354,41
79096298;1602608;45029935;DOM STAREJŠIH NA FARI;Na Fari 50;Prevalje;2391;2;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;91;NE;NE;DA;NE;2018;1;30.05.2019;1004514;1004514;1032698;82.567,00;82567;10.533,00;10533;3837700;3441124;1280492,05;1275335,07;-275.978,05;-242.637,07;3129727;3129727;3032654;3032654;142749;142749;76240;1710;161784,13;153814
76851184;5049571;45019647;DOM OB SAVINJI CELJE;Jur?i?eva ulica 6;Celje;3000;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;180;NE;NE;NE;DA;2018;1;30.05.2019;1893308;1893308;1888884;-58297;-58297;-76009;-76009;3991764;4056596;2538772,14;2971263,84;-645.464,14;-1.082.379,84;5405651;5405651;5317112;5317112;76212;76212;42484;5365;38988,34;41307
